GeneID	log2(FC)
FBgn0261602	-0.606259192007174
FBgn0013576	-0.472897036364852
FBgn0036732	-0.550286421303071
FBgn0034391	1.11602046778353
FBgn0003447	1.2175422347012
FBgn0264693	-0.53239842165835
FBgn0052681	-0.888171309852502
FBgn0038381	-0.926611020967507
FBgn0266452	-0.63114507166009
FBgn0039593	1.18707602922275
FBgn0261278	0.494019135645474
FBti0062912	0.910057821720339
FBgn0031548	-1.16786901635876
FBgn0260486	-0.590460045818282
FBgn0031285	-0.467156553515996
FBgn0031055	-0.57222334380529
FBgn0260933	0.556344342547402
FBgn0030326	-0.972957945556361
FBgn0013765	0.459522415693278
FBgn0267824	-0.50854735504288
FBgn0014869	0.524496641503636
FBgn0266418	-0.597798945396826
FBgn0266801	0.952268186183109
FBgn0025628	-0.500824346136148
FBgn0010395	0.826759662774319
FBgn0000579	0.418144586261334
FBgn0003525	-0.607791123896315
FBgn0263916	0.498787957669313
FBgn0265194	-0.482827735889893
FBgn0025836	-1.03220513861734
FBgn0034067	0.832041963582659
FBgn0027561	-0.479504628535786
FBgn0010316	-0.652995238100787
FBgn0039485	1.05307234452913
FBgn0000416	-0.385392998140029
FBgn0032635	0.545585179698344
FBgn0033113	0.82032364106101
FBgn0025681	-0.506881601628074
FBgn0003317	0.491907746287525
FBgn0015777	0.494578020973727
FBgn0286782	-0.735198607014005
FBgn0265512	-1.15486138570967
FBgn0010382	-0.544876999597137
FBgn0259246	0.750003715531501
FBgn0002778	-0.583636161988073
FBgn0261563	0.608017121004517
FBgn0000146	0.467108840186654
FBgn0033777	0.502358228885304
FBgn0027836	0.51051162924482
FBgn0039381	0.544923411042205
FBgn0250906	0.48530554120723
FBgn0032451	0.693778563599699
FBgn0264305	0.511522988822854
FBgn0030662	0.495606755098185
FBgn0011259	0.723639174820539
FBgn0033649	-0.601185005306604
FBgn0010894	0.765066903693922
FBgn0020493	-0.672789298059114
FBgn0014906	-0.435286270105121
FBgn0085446	0.519117033188922
FBgn0016075	0.460880031634244
FBgn0035879	-0.449028935620076
FBgn0000043	0.550987709671491
FBgn0039101	-0.79357433663887
FBgn0011016	0.469500252019344
FBgn0024150	-0.581635352443136
FBgn0032105	0.5029512432684
FBgn0024250	-0.683536528486968
FBgn0036576	-0.820522408354748
FBgn0031888	0.419064282343453
FBgn0000405	0.507737655321981
FBgn0040290	-0.505618592482225
FBgn0035001	-0.41853570790939
FBgn0028543	-0.537338479998645
FBgn0038720	0.655899981433908
FBgn0037607	0.463382517804723
FBgn0031489	0.458188719972378
FBgn0010097	0.872747117494989
FBgn0037223	-1.08488785979074
FBgn0028563	-0.559312965675973
FBgn0010223	-0.972704206155283
FBgn0031738	0.56375317448108
FBgn0032005	-0.394892603117227
FBgn0000447	0.521789960401721
FBgn0010222	-0.548663283040848
FBgn0027597	0.563692647229729
FBgn0033368	0.967630242718868
FBgn0283680	0.417576230482346
FBgn0041180	-0.429591296060961
FBgn0022338	-0.457346369990573
FBgn0261258	0.590236492821588
FBgn0027865	0.627623222814785
FBgn0046763	-0.42246346992502
FBgn0087007	0.853290598110944
FBgn0026084	0.479784520896777
FBgn0000565	0.608748770380376
FBgn0037240	0.500190686674376
FBgn0260960	-0.384512480543135
FBgn0033926	0.469922837984499
FBgn0031461	0.552861958614963
FBgn0034694	-0.580845631781033
FBgn0051352	0.595350946632325
FBgn0039494	-0.434949931204789
FBgn0035020	-0.655134133762072
FBgn0033079	-0.604797868717523
FBgn0063493	0.711152548128645
FBgn0027525	-0.392232653578395
